sample_id	Acidobacteria	Actinobacteria	Aquificae	Armatimonadetes	Bacteroidetes	Balneolaeota	Calditrichaeota	Candidatus Bipolaricaulota	Candidatus Cloacimonetes	Candidatus Gracilibacteria	Candidatus Korarchaeota	Candidatus Micrarchaeota	Candidatus Saccharibacteria	Chlamydiae	Chlorobi	Chloroflexi	Chrysiogenetes	Coprothermobacterota	Crenarchaeota	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Euryarchaeota	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Ignavibacteriae	Kiritimatiellaeota	Lentisphaerae	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thaumarchaeota	Thermodesulfobacteria	Thermotogae	Verrucomicrobia	candidate division Zixibacteria
FT00149	4	677	17	1	22137	0	0	0	0	0	0	0	0	2	806	7	0	0	68	47	1	6	1	0	29	0	9387	19	1	1	2	0	1	18	3344	16	2	9	3	0	1	2113	3
FT00150	3	508	25	2	23765	0	0	0	0	0	0	0	1	1	652	3	0	0	54	34	0	7	0	0	75	0	15748	5	4	1	1	2	2	16	13567	8	12	3	3	0	2	2957	1
FT00151	2	622	15	3	56349	1	0	0	0	0	0	0	2	3	616	7	0	0	63	61	3	8	0	0	50	2	20125	25	3	2	2	3	2	24	11651	21	5	24	4	0	9	4264	0
FT00152	2	812	8	0	26210	0	0	0	0	0	0	0	1	2	501	6	0	0	70	67	3	15	3	1	75	1	18258	18	0	0	0	1	0	22	9001	19	88	8	9	0	4	3940	0
FT00153	5	528	30	2	34730	0	0	0	0	0	0	0	0	0	891	2	0	0	63	44	0	10	0	0	35	0	11106	10	1	1	0	1	0	22	5115	15	14	8	5	0	5	1190	0
FT00155	1	473	12	0	24136	0	0	0	0	1	0	0	0	0	625	9	1	0	41	39	1	12	1	0	87	1	9016	20	1	1	0	1	1	16	3952	12	15	10	0	0	1	2299	1
FT00157	6	738	20	1	30796	0	0	0	0	0	0	0	1	1	407	5	0	0	62	32	4	12	0	0	21	0	11025	9	0	1	0	1	2	17	7729	15	7	7	2	0	2	1584	0
FT00158	6	1142	22	0	38623	0	0	0	0	0	0	0	2	1	1144	6	0	0	91	53	1	4	1	0	61	1	14203	23	0	1	0	1	1	20	3408	21	3	8	7	0	3	409	0
FT00159	0	358	5	0	18891	0	0	0	0	0	0	0	0	3	319	3	0	0	19	34	0	3	0	0	44	0	6893	11	1	0	1	3	1	19	2414	7	3	1	4	2	3	1068	1
FT00160	2	517	9	1	11980	0	0	0	0	0	0	0	0	3	542	5	0	0	41	36	0	7	1	1	52	0	9579	6	0	0	1	7	0	6	3174	9	4	13	4	1	3	814	0
FT00161	15	2903	18	7	80777	1	0	0	3	1	0	0	8	7	652	39	3	1	72	82	0	33	0	2	121	4	66091	38	5	3	0	3	2	56	6572	69	17	38	10	4	13	3224	3
FT00163	5	579	8	0	26697	0	0	0	0	0	0	0	1	1	320	9	0	1	47	34	1	10	0	2	83	0	16388	37	1	2	1	2	1	18	8420	25	2	13	2	0	2	4104	1
FT00164	5	3010	12	1	26221	0	0	0	0	0	0	0	0	4	410	6	0	0	44	32	0	7	1	0	63	3	14640	6	0	1	0	0	2	17	15310	14	23	2	3	0	1	5198	0
FT00165	6	603	7	0	31707	0	0	0	1	0	0	0	1	4	743	4	0	0	65	43	2	4	0	0	26	0	12326	10	0	0	1	0	3	13	5966	25	0	13	5	0	6	2512	0
FT00166	2	5264	46	1	26651	0	0	0	0	0	0	0	8	0	1503	3	1	0	95	51	0	11	0	0	31	0	15001	30	0	0	0	0	1	27	7228	39	3	10	3	1	2	299	0
FT00167	0	682	35	2	29721	0	0	0	0	0	0	0	2	0	1092	14	0	0	68	71	3	13	0	0	48	0	20853	7	1	0	0	0	2	24	9440	23	6	11	5	0	4	818	0
FT00168	2	611	26	1	31378	1	0	0	0	0	0	0	0	4	729	9	1	0	86	73	1	9	2	0	62	0	18026	19	3	2	0	1	1	38	11695	20	63	14	15	0	2	1515	0
FT00169	8	483	27	2	39153	0	0	1	1	0	0	0	1	2	692	6	0	0	36	43	2	12	0	1	154	0	15770	11	1	1	0	3	2	25	11094	19	22	17	2	0	4	2495	1
FT00170	5	752	8	0	26707	0	0	0	2	0	0	0	0	1	457	10	1	0	51	56	0	11	0	0	40	1	12203	10	0	0	1	17	1	26	5167	19	29	18	7	0	5	4830	0
FT00171	3	763	10	1	60700	0	0	0	0	0	0	0	2	1	619	5	2	0	75	65	2	9	0	0	78	1	24001	14	1	0	1	3	2	31	13389	25	9	10	9	0	2	3774	1
FT00173	4	684	34	0	20008	1	0	0	0	0	0	0	1	0	1006	3	1	0	80	39	1	10	0	0	53	0	13417	8	1	0	0	5	1	11	2669	12	7	9	2	0	3	1352	3
FT00174	7	2331	11	2	36509	0	1	0	0	0	0	0	2	1	628	8	0	0	76	53	2	11	0	0	52	1	14766	5	0	0	0	3	2	28	5791	27	12	15	6	0	5	666	1
FT00175	6	853	35	1	39539	0	0	0	0	0	0	0	0	1	1279	10	1	2	90	76	0	12	0	0	41	1	18772	35	1	0	1	4	1	28	76284	22	5	20	7	1	6	995	0
FT00176	5	1145	31	0	48657	2	0	0	0	0	0	0	1	3	992	6	0	2	107	61	3	10	0	0	50	2	12925	10	2	1	0	0	0	16	5647	15	14	12	5	0	6	2830	1
FT00177	113	5926	47	17	156349	3	3	2	7	0	2	0	19	22	1032	137	6	8	137	458	30	169	3	22	560	36	69840	120	18	12	14	66	13	498	89522	324	698	127	13	12	45	21601	6
FT00178	32	29367	22	4	137990	0	1	0	1	0	0	0	4	9	513	66	2	1	61	174	19	94	1	12	1640	7	109917	111	11	10	8	67	19	174	14853	129	87	80	8	8	31	9543	5
FT00179	2	584	41	1	47698	0	0	1	0	0	0	0	1	1	1338	5	1	0	82	58	0	9	4	0	191	1	16005	17	0	0	0	4	1	26	13516	21	30	10	4	0	3	3822	1
FT00180	16	801	21	4	66121	2	0	0	0	0	0	0	1	5	743	13	2	0	83	77	3	8	1	1	38	1	24917	22	2	1	1	5	2	42	7233	29	11	10	4	0	5	3971	0
FT00181	7	372	15	1	24978	1	0	0	0	0	0	0	0	1	407	5	0	0	49	30	0	8	1	0	37	0	10642	6	1	0	1	1	1	24	3304	12	1	9	6	1	4	1875	0
FT00182	6	1039	23	1	35450	2	0	0	0	0	0	0	1	0	1165	14	3	0	93	66	3	11	0	0	128	1	12557	22	1	0	2	7	1	33	11910	25	11	22	3	1	6	4871	1
FT00183	1	2153	15	0	37154	0	0	0	0	0	0	0	2	4	1084	7	0	0	60	54	0	11	0	1	54	0	10233	13	0	0	0	0	0	26	4253	9	53	7	7	1	3	2303	0
FT00184	3	328	9	0	25831	0	0	0	0	0	0	0	0	0	443	13	0	0	34	41	3	6	0	1	37	1	9484	7	3	0	1	5	0	20	3276	13	5	6	4	0	3	1090	0
FT00185	8	1223	32	2	56644	1	0	0	0	1	0	0	1	2	1231	11	0	0	93	59	2	14	0	0	116	1	31124	34	3	0	2	3	6	29	13884	36	21	18	5	1	4	4441	0
FT00186	4	547	43	2	29492	0	0	0	0	0	0	1	1	2	1557	12	0	1	130	65	1	9	3	0	32	1	13956	23	0	1	0	1	1	34	9197	22	1	11	6	1	3	541	0
FT00187	4	639	14	0	24839	0	0	0	0	0	0	0	0	0	905	4	1	0	98	47	0	3	0	0	29	1	9372	7	1	0	1	6	0	11	4730	4	2	9	3	1	4	1001	0
FT00188	4	331	23	1	24853	0	0	0	2	1	0	0	1	4	705	3	0	0	75	40	1	4	0	0	15	0	10351	9	1	1	0	0	1	17	5690	16	3	11	7	1	3	657	2
FT00189	7	504	17	0	31649	0	1	1	1	0	0	0	1	1	570	5	1	0	50	40	2	9	0	0	44	2	12010	10	1	0	0	1	0	16	3241	22	22	10	1	0	1	3363	0
FT00190	5	3759	42	2	53247	2	0	0	0	0	0	0	1	4	1543	13	1	2	88	81	2	27	0	0	46	0	23522	25	3	2	2	3	0	41	12818	25	2	13	7	2	6	650	0
FT00191	3	339	15	0	23432	0	0	0	0	1	0	0	0	0	371	3	0	0	39	30	3	9	0	0	12	0	9144	88	0	1	1	9	0	10	10969	8	1	9	3	0	1	672	1
FT00192	3	569	30	1	20634	1	0	0	0	0	0	0	1	1	713	6	0	0	53	37	0	8	1	0	28	0	10629	6	0	1	0	6	1	21	2368	12	3	3	0	0	0	1926	0
FT00193	5	593	16	1	32105	0	0	0	0	0	0	0	0	3	916	9	0	0	54	52	2	13	1	1	46	1	11381	5	1	1	0	1	0	27	5966	17	48	11	10	1	4	1525	1
FT00194	3	221	13	0	20084	0	0	0	0	0	0	0	1	0	337	2	0	0	38	23	1	1	1	0	8	0	6608	6	1	0	0	0	1	9	2226	6	2	4	4	1	0	2352	0
FT00195	7	948	19	2	29567	1	1	0	0	0	0	0	0	1	912	15	1	0	69	96	0	17	0	1	100	0	12951	14	0	2	1	2	1	30	6324	23	15	13	4	0	3	6131	0
FT00196	0	259	13	0	16173	1	0	0	0	0	0	0	0	1	445	2	0	0	46	45	0	8	0	1	29	0	6037	4	2	2	0	0	1	15	2801	10	11	6	3	1	2	1376	1
FT00197	11	1464	10	1	71827	2	0	0	0	0	0	0	2	6	367	20	1	0	39	87	7	25	1	0	117	2	39873	152	0	8	4	7	3	60	6443	50	11	18	7	1	9	2627	0
FT00199	6	771	38	0	22741	0	0	1	0	0	0	0	0	0	1290	5	0	0	95	47	2	4	0	0	58	0	15345	17	1	0	1	0	0	20	20256	20	26	6	8	0	0	4143	1
FT00200	3	859	21	1	44851	1	0	0	0	0	0	0	0	5	817	10	0	0	45	50	2	12	1	0	48	1	17774	26	1	2	3	0	0	25	13597	25	8	13	3	1	5	2756	1
FT00201	5	717	18	0	32400	1	0	0	0	0	0	0	0	1	669	8	0	0	49	50	1	8	0	1	203	2	21466	38	2	0	0	5	3	26	9193	32	4	20	3	0	5	905	0
FT00202	5	1869	21	4	30370	1	1	0	0	0	0	0	2	0	760	6	0	0	72	67	0	15	2	3	73	1	12969	17	5	3	2	1	2	35	6324	24	6	14	4	1	5	1517	2
FT00203	7	1324	18	2	62623	1	0	1	0	0	0	0	0	4	1152	24	1	0	88	75	3	10	2	1	77	1	25582	22	1	2	1	2	3	47	7262	31	12	34	15	2	11	6531	0
FT00204	6	2112	19	0	20862	0	1	1	1	2	0	0	0	2	988	17	0	0	71	55	2	7	1	0	134	0	12614	19	0	1	1	2	1	28	7648	28	1	8	9	0	1	522	0
FT00205	8	641	10	1	44996	0	0	0	0	0	0	0	0	3	547	4	1	0	72	59	1	8	0	1	86	0	15358	8	0	1	0	4	2	30	7186	21	12	9	4	0	3	3797	1
FT00206	7	1865	36	1	91797	0	2	0	1	0	0	0	1	5	1210	27	3	0	113	119	7	32	1	1	162	1	49200	20	5	4	4	2	2	84	10922	80	14	26	8	1	7	8946	6
FT00207	4	470	27	2	37250	0	0	0	0	0	0	0	0	3	750	5	1	1	49	48	0	2	1	0	28	1	15677	11	0	1	0	1	1	10	8335	18	4	5	5	0	2	136	0
FT00208	9	733	15	2	45084	1	0	0	0	0	0	0	3	3	561	9	1	0	56	78	1	13	0	1	116	1	19526	12	4	2	1	1	1	42	7903	18	6	22	12	1	5	3462	1
FT00209	1	404	11	1	19213	0	0	0	0	0	0	0	1	0	388	0	0	0	29	28	0	6	0	0	39	0	8095	7	0	1	1	1	0	23	5893	11	8	7	4	0	1	1067	0
FT00210	4	430	22	2	23673	0	0	1	0	0	0	0	0	2	791	6	0	0	36	53	0	9	2	1	45	0	10740	13	0	0	0	8	0	26	5011	15	26	8	4	0	1	2784	0
FT00211	2	530	28	1	56704	0	1	0	0	0	0	0	2	1	1332	16	0	0	59	50	0	13	0	0	79	0	16843	19	1	0	0	0	1	14	6628	19	7	9	6	0	8	1871	0
FT00212	9	845	26	0	22265	0	0	0	1	0	0	0	1	3	539	11	0	0	54	53	0	9	0	0	65	2	13726	7	1	0	0	0	2	26	3870	37	47	15	5	0	5	690	1
FT00213	7	827	11	0	68172	0	0	0	0	0	0	0	0	2	346	16	1	0	40	49	6	8	0	1	54	2	20793	29	2	1	1	2	4	32	20104	28	11	16	4	0	4	4600	1
FT00214	12	991	12	2	33036	0	1	0	0	0	0	0	1	7	562	24	1	1	68	78	5	16	2	1	156	6	24424	21	2	1	3	8	3	60	8541	52	17	18	3	2	17	2441	1
FT00215	5	756	7	0	39209	1	0	0	0	0	0	0	0	0	330	13	0	0	65	43	3	11	0	1	32	2	16254	17	0	0	0	4	0	23	5802	31	3	6	3	0	4	1356	1
FT00217	3	3288	9	0	30492	0	0	0	0	0	0	0	1	0	274	12	1	0	10	45	5	10	0	0	30	0	8267	4	1	1	1	2	2	18	3979	14	30	6	3	3	1	3030	0
FT00218	6	528	13	1	47755	0	0	0	0	0	0	0	0	3	773	7	1	1	73	56	1	6	1	0	73	0	15854	25	2	2	1	1	0	24	5747	18	3	10	3	0	4	974	1
FT00219	7	926	23	1	63018	0	0	0	0	0	0	0	1	1	862	10	2	0	72	53	1	19	1	0	117	4	17032	11	2	4	1	2	4	41	5070	33	11	22	7	0	5	1539	0
FT00220	3	342	11	0	24729	0	0	0	0	0	0	0	0	0	483	1	0	0	47	34	0	4	0	0	26	2	8773	15	0	0	2	3	0	12	15067	16	1	8	4	0	8	1614	3
FT00221	4	660	20	0	50552	1	1	0	1	0	0	0	1	3	633	11	0	0	82	59	1	8	3	0	79	1	21703	11	1	5	0	0	6	32	9552	21	13	14	4	0	10	2226	0
FT00222	7	993	35	0	91699	1	1	0	1	0	0	0	2	1	1080	20	1	0	85	99	6	40	1	1	55	1	25506	19	2	3	1	4	4	68	5579	37	11	14	7	1	6	1033	0
FT00223	7	2074	35	0	43503	0	0	0	0	0	0	0	1	6	1306	9	0	0	91	93	3	15	1	0	148	1	18227	12	0	3	2	4	2	37	5519	35	4	20	9	1	5	12817	1
FT00224	2	876	30	0	28449	0	0	0	0	0	0	0	1	2	787	8	1	1	66	58	2	17	0	0	48	4	10230	9	1	1	1	7	1	12	3677	16	49	23	3	0	2	1822	0
FT00225	3	440	23	0	14984	0	1	0	0	0	0	0	1	2	843	3	0	0	74	38	0	5	0	0	30	1	8656	4	1	0	1	1	0	8	2437	12	2	11	2	0	3	34	0
FT00226	1	1724	19	4	23932	1	0	0	0	0	0	0	0	0	477	3	0	0	63	38	2	5	1	0	135	1	9375	4	1	2	0	2	1	12	6490	9	15	7	5	0	3	4133	2
FT00227	3	503	12	2	31416	1	0	0	0	0	0	0	1	0	387	7	0	0	67	39	1	12	0	0	35	1	13053	4	1	0	0	3	0	35	4926	14	20	8	11	0	3	3278	1
FT00228	3	399	16	0	21499	0	0	0	0	0	0	0	2	1	948	4	1	1	101	50	0	6	0	0	51	0	8343	15	2	0	0	1	4	22	4564	12	2	7	9	0	1	1308	0
FT00229	3	398	47	2	19787	0	0	0	1	0	0	0	0	1	1261	6	0	0	99	60	1	8	0	0	65	0	11525	8	0	1	0	0	0	18	3089	13	5	8	7	1	4	642	3
FT00230	3	423	31	0	28696	1	0	0	2	0	0	0	1	0	1030	4	0	0	92	51	1	2	0	3	28	0	11501	9	0	0	0	0	0	22	11367	12	1	9	5	1	3	1594	0
FT00231	6	831	14	0	47890	0	0	0	1	0	0	0	0	2	561	16	0	0	69	83	1	9	0	0	37	0	19500	8	0	0	2	5	0	55	9882	34	6	16	6	1	2	1379	0
FT00232	6	475	12	1	30972	0	0	0	0	0	0	0	1	1	816	0	2	0	62	54	1	7	1	1	27	0	10384	9	0	2	0	1	0	27	4113	22	5	9	2	1	0	2004	0
FT00233	4	431	41	0	27517	0	0	0	0	0	0	0	0	0	1320	6	0	0	71	45	2	6	1	0	55	2	12341	10	2	1	0	1	2	18	3636	21	24	13	5	0	5	2019	2
FT00234	11	955	8	0	61650	0	0	0	0	0	0	0	1	0	553	14	2	0	55	74	6	13	0	1	91	1	25342	21	1	4	0	1	3	33	13564	35	10	20	4	3	7	3956	1
FT00235	8	710	33	0	33869	0	0	0	0	0	0	0	1	1	986	9	0	0	81	66	1	22	1	1	73	2	18507	7	1	3	3	22	2	39	6026	29	13	16	9	0	7	1306	0
FT00236	2	345	18	3	21478	0	0	0	0	0	0	0	1	1	731	1	0	0	60	48	1	4	0	0	33	0	8652	8	4	0	1	2	0	17	4095	15	5	13	8	1	2	3977	0
FT00237	2	845	20	0	29747	0	0	0	0	0	0	0	0	3	981	2	1	0	59	55	2	9	0	0	35	0	8559	28	1	1	0	1	1	30	7803	19	51	8	7	1	4	1712	0
FT00238	3	402	13	1	25687	0	0	0	0	0	0	0	0	3	285	3	0	1	47	34	0	3	1	0	37	0	11003	18	0	0	1	3	1	13	5252	17	4	5	0	0	4	623	1
FT00239	3	629	23	1	22665	1	0	0	0	0	0	0	1	2	1012	3	0	0	68	53	1	21	3	1	104	3	14678	6	6	0	0	0	1	26	6139	12	31	10	3	0	3	3556	1
FT00240	4	444	22	0	18774	0	0	0	0	0	0	0	1	1	609	11	0	0	46	43	0	5	1	0	580	2	7603	17	0	0	0	2	0	27	5950	11	0	8	10	0	2	204	1
FT00241	6	977	8	1	24424	1	0	0	0	0	0	0	3	1	342	11	0	0	54	39	2	10	0	0	28	0	11120	130	1	0	0	2	2	26	3340	15	6	13	3	0	2	2154	0
FT00242	6	893	2	1	49383	1	0	0	0	0	0	0	1	1	225	9	1	1	24	42	0	7	0	0	192	0	19391	45	2	3	0	6	5	35	18337	14	7	19	5	1	5	2864	0
FT00243	16	1984	48	5	88599	1	3	0	0	0	0	0	3	4	1369	21	1	0	100	157	8	27	1	0	78	2	32509	393	7	0	3	15	5	63	195587	56	15	29	10	2	5	2567	1
FT00244	14	1313	23	5	126530	0	0	0	0	0	0	0	2	4	740	23	0	3	78	88	7	29	0	2	80	3	30815	23	0	6	1	42	3	68	7901	47	15	26	3	1	6	448	1
FT00245	5	308	10	0	20621	0	0	0	0	0	0	0	0	0	414	2	0	0	43	37	1	8	0	1	43	1	9777	9	1	1	0	0	0	20	3600	14	10	13	6	0	2	3688	2
FT00246	3	345	5	1	24527	0	0	0	0	0	0	0	0	1	359	7	0	0	32	32	1	9	1	0	45	0	10320	6	1	2	0	9	1	11	4723	9	5	4	2	0	0	1490	1
FT00247	14	5614	22	4	113862	1	2	0	1	0	0	0	4	10	841	18	1	1	78	116	8	28	4	0	246	4	66066	362	5	3	4	10	8	86	17240	72	14	45	10	5	21	4042	0
FT00248	4	1162	15	1	30829	1	0	1	0	0	0	0	2	0	472	8	0	0	36	101	3	7	0	0	47	1	13864	19	2	0	1	2	1	37	13504	31	1	8	16	0	2	1880	0
FT00249	1	413	27	1	32691	0	0	0	0	0	0	0	0	2	649	5	1	0	59	58	3	3	1	0	44	0	15163	4	0	0	0	6	0	14	3800	18	5	11	5	0	3	1718	0
FT00250	1	654	13	0	24297	0	1	0	0	0	0	0	0	1	472	8	1	0	63	32	2	6	2	1	87	0	17306	42	0	3	1	5	0	26	10427	18	3	14	7	0	1	3105	1
FT00251	6	733	20	1	149675	0	0	0	0	0	0	0	1	1	714	8	0	0	57	69	2	11	1	1	105	1	33320	12	3	2	7	3	0	45	18915	38	6	17	6	1	8	3196	3
FT00252	2	490	22	1	19964	0	0	0	2	0	0	0	1	2	736	10	0	1	97	49	0	7	0	0	167	1	8310	34	0	0	0	1	1	18	10906	11	33	8	8	0	3	3259	0
FT00253	8	715	23	1	73381	0	1	0	0	0	0	0	0	2	770	15	1	1	74	69	1	10	1	0	135	0	25863	23	0	1	2	2	2	31	5438	38	8	11	5	0	5	3452	1
FT00254	4	1709	47	1	46800	0	1	0	1	0	0	0	2	0	1341	9	1	0	124	128	1	17	0	3	49	1	18193	22	0	1	0	1	1	38	11482	33	17	29	17	0	4	1546	0
FT00255	4	593	23	1	55600	1	0	0	1	0	0	0	0	0	706	4	0	0	69	51	2	6	0	0	43	0	20832	16	1	0	0	3	1	24	5674	18	3	15	3	1	4	5985	2
FT00257	2	841	7	2	38849	1	0	0	1	0	0	0	0	1	394	14	0	0	37	41	1	8	0	0	89	2	16747	61	1	0	1	1	1	26	3696	20	3	9	3	2	2	11992	0
FT00258	7	883	19	3	44681	0	0	0	0	0	0	0	2	1	720	12	2	0	72	48	3	19	1	0	77	3	17304	21	2	1	0	57	3	37	11411	33	1	13	8	1	2	6726	1
FT00259	1	361	19	2	29957	2	0	1	0	0	0	0	0	1	382	10	0	0	51	35	3	6	3	0	59	0	15923	11	0	0	2	7	1	20	8351	18	0	8	1	0	2	360	0
FT00260	17	1592	19	6	83549	0	1	0	0	0	0	0	5	3	875	32	1	1	70	64	14	23	2	3	100	2	45426	32	4	2	3	8	7	88	5459	66	9	45	12	5	13	1161	1
FT00261	30	6079	43	8	138931	1	1	0	2	0	0	0	2	11	1378	65	5	0	114	173	7	114	3	1	785	3	68376	42	9	6	6	1260	9	169	21628	94	182	62	12	8	17	14489	3
FT00262	7	1659	19	1	31124	0	0	1	1	0	0	0	1	2	785	15	0	0	90	57	3	54	0	0	87	0	14493	4	0	2	1	17	0	41	5565	20	8	6	3	0	1	7597	2
FT00263	0	453	13	1	24847	0	0	0	0	0	0	0	0	1	557	4	1	1	62	48	0	6	0	0	17	0	13858	8	1	0	0	3	0	21	6674	12	4	7	4	0	3	2844	1
FT00264	6	1059	17	3	32393	0	0	0	0	0	0	0	2	1	753	5	0	1	55	38	2	8	2	1	46	0	13444	3	0	2	0	2	0	18	4935	17	6	12	8	0	2	318	0
FT00265	3	578	39	0	21832	0	0	0	0	0	0	0	2	0	1180	6	1	0	71	44	1	13	0	0	203	0	10627	10	1	0	0	3	0	15	5050	16	3	10	7	2	1	600	1
FT00266	5	1414	46	2	29075	0	0	0	0	0	0	0	0	2	1573	8	0	0	118	54	4	8	0	0	45	1	12242	16	1	1	0	11	1	18	6321	26	8	15	4	3	5	484	2
FT00267	2	384	17	0	26420	1	0	0	0	0	0	0	2	1	751	4	0	0	68	39	1	7	3	0	44	0	11673	9	0	1	2	2	1	27	3383	13	7	5	8	0	2	1657	1
FT00268	2	528	15	1	20809	1	0	0	0	0	0	0	2	1	979	3	0	0	67	50	1	5	0	0	45	0	9959	17	1	3	0	1	0	14	3531	20	7	11	5	0	3	992	1
FT00270	0	484	10	1	24359	0	0	0	0	0	0	0	1	1	465	5	0	0	42	29	1	6	2	1	21	1	12216	8	1	2	0	0	1	18	2820	13	3	5	4	0	2	1438	0
FT00271	31	1625	32	2	69994	1	5	1	0	0	0	0	0	2	1082	39	4	0	86	136	8	41	1	1	153	4	37218	18	2	3	1	530	4	104	5659	56	16	27	13	3	12	744	2
FT00272	0	293	15	1	22190	0	0	0	0	0	0	0	0	1	427	2	0	0	39	37	0	9	1	0	19	0	8686	11	1	0	1	0	2	13	5095	11	0	2	3	3	2	1316	0
FT00273	1	479	15	0	28389	0	1	0	0	0	0	0	0	3	691	4	0	0	66	51	0	4	0	0	39	0	9413	6	1	1	2	0	2	19	2673	11	13	10	4	0	2	577	0
FT00274	7	684	20	1	55143	0	0	0	0	0	0	0	0	1	612	12	0	0	72	56	2	14	1	0	68	1	13533	20	1	3	2	1	0	22	4074	14	4	16	4	1	5	8188	0
FT00275	4	1140	48	2	32206	1	0	0	1	0	0	0	0	2	1284	9	1	0	101	59	3	19	1	0	93	1	15721	29	4	1	2	4	3	40	18194	26	41	15	2	0	5	4798	2
FT00276	45	2355	23	6	537196	3	1	1	1	0	0	0	20	11	536	56	9	5	83	244	21	61	2	2	214	4	98050	56	4	9	3	10	16	179	22435	131	25	68	9	15	32	5090	5
FT00277	2	626	11	2	24435	0	0	0	0	0	0	0	0	2	338	4	0	0	38	35	0	9	0	0	33	0	10187	8	2	1	0	0	1	29	7167	20	2	6	6	2	0	4226	1
FT00278	2	875	14	0	39591	1	1	0	0	0	0	0	0	2	646	12	0	0	72	36	3	5	2	0	204	3	18095	29	1	2	1	50	3	25	15948	23	5	15	8	1	5	1567	0
FT00279	10	2084	25	4	106205	1	1	0	0	0	0	0	4	2	750	34	1	1	63	126	6	33	1	4	276	5	66928	75	7	0	3	85	7	71	27825	62	33	54	3	1	10	6448	3
FT00280	1	343	7	0	45709	1	0	0	0	0	0	0	0	2	257	4	0	0	30	22	1	9	0	0	565	1	13283	14	2	0	1	1	1	20	3371	9	3	5	4	0	0	597	0
FT00281	7	815	43	4	46202	0	0	0	0	1	0	0	1	1	1312	11	0	0	117	72	2	14	2	1	186	0	18913	31	2	0	0	4	2	35	5076	34	8	14	10	0	4	6297	1
FT00282	2	448	18	0	21735	0	0	0	0	0	0	0	0	2	541	3	0	0	46	46	2	11	0	0	36	0	9308	5	1	0	1	0	0	15	6655	9	20	6	4	0	0	3348	1
FT00283	3	474	18	1	18298	0	0	0	0	0	0	0	0	1	602	3	1	0	37	25	0	4	1	0	26	0	6935	6	0	0	1	0	0	18	3255	13	0	5	2	0	3	148	0
FT00284	9	822	28	0	45820	0	0	0	0	1	0	0	2	2	1129	4	0	0	73	56	0	10	1	0	581	0	12391	7	1	0	1	2	0	15	4147	21	7	4	7	1	3	288	0
FT00288	3	474	13	0	22512	0	0	0	0	0	0	0	0	1	544	2	0	0	88	33	0	4	1	0	37	0	11116	8	1	0	0	0	0	20	6943	9	15	15	9	1	2	2796	1
FT00289	122	10144	48	16	495274	6	9	1	0	0	0	0	15	23	1025	167	9	3	106	451	28	230	6	10	430	17	233592	158	42	31	23	20	31	490	19989	304	139	162	16	15	72	1619	11
FT00290	2	533	24	1	17390	0	0	0	0	0	0	0	0	0	911	8	0	1	74	37	0	4	1	0	39	0	8879	9	0	0	0	0	0	15	2631	13	4	7	7	2	3	105	1
FT00291	1	519	18	0	72911	2	0	1	0	0	0	0	2	3	683	8	0	1	91	56	3	11	0	3	65	1	16564	15	0	0	0	0	1	22	7805	25	65	9	5	1	7	933	1
FT00293	5	301	22	0	22172	0	0	0	0	0	0	0	0	0	880	7	0	0	50	42	0	11	0	0	51	1	7809	8	0	0	1	6	1	17	4174	15	2	3	4	0	1	648	1
FT00294	3	440	13	2	32229	0	0	0	0	0	0	0	1	0	637	6	1	0	62	58	0	7	1	2	47	0	12685	25	1	0	1	5	1	15	6154	16	5	9	3	0	3	588	0
FT00295	1	360	4	1	18365	0	0	0	0	0	0	0	0	1	337	3	0	0	46	27	1	6	0	2	95	0	6630	4	0	0	0	2	0	4	2652	16	5	9	3	0	2	2266	0
FT00296	4	514	22	2	29924	0	0	0	0	0	0	0	0	1	1101	7	2	0	72	62	2	12	1	0	113	0	13079	13	0	0	1	2	0	24	5564	16	10	9	4	0	6	1770	2
FT00297	2	558	21	0	19773	2	0	0	0	0	0	0	0	1	845	4	0	0	58	36	1	13	1	1	92	1	7904	8	0	0	1	0	3	12	6166	13	10	8	3	0	2	1766	0
FT00298	13	767	18	1	44619	2	0	0	0	0	0	0	2	0	749	11	1	0	104	50	1	17	4	0	91	1	15910	23	2	0	1	0	1	36	4823	27	8	8	8	0	4	1667	1
FT00299	0	509	25	1	29535	0	1	0	0	0	0	0	1	4	1139	8	0	0	75	35	0	5	1	0	33	0	11972	24	0	0	0	1	2	19	4989	16	5	13	3	0	3	468	0
FT00300	3	769	16	0	16407	4	0	0	0	0	0	0	1	1	513	4	0	0	19	54	3	13	0	0	313	1	9177	5	1	1	1	7	0	29	7607	11	1	7	4	0	3	480	0
FT00301	23	3048	25	4	54228	2	1	0	0	0	0	0	3	4	624	30	1	0	51	111	5	82	1	2	357	1	27538	19	1	6	1	6	3	83	10748	62	45	28	1	5	2	10778	1
FT00302	1	356	21	0	20648	0	0	0	1	0	0	0	0	2	715	2	1	0	56	48	2	4	0	0	39	1	7918	9	1	0	0	0	0	16	3013	12	1	7	3	2	1	469	0
