sample_id	Acidimicrobiia	Acidithiobacillia	Acidobacteriia	Actinobacteria	Alphaproteobacteria	Anaerolineae	Aquificae	Archaeoglobi	Ardenticatenia	Bacilli	Bacteroidia	Betaproteobacteria	Blastocatellia	Caldilineae	Calditrichae	Candidatus Brocadiae	Chitinophagia	Chlamydiia	Chlorobia	Chloroflexia	Chrysiogenetes	Chthonomonadetes	Clostridia	Coprothermobacteria	Coriobacteriia	Cytophagia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	Dictyoglomia	Elusimicrobia	Endomicrobia	Epsilonproteobacteria	Erysipelotrichia	Fibrobacteria	Fimbriimonadia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Gloeobacteria	Halobacteria	Hydrogenophilalia	Ignavibacteria	Kiritimatiellae	Ktedonobacteria	Lentisphaeria	Limnochordia	Methanobacteria	Methanococci	Methanomicrobia	Methanopyri	Methylacidiphilae	Mollicutes	Negativicutes	Nitriliruptoria	Nitrososphaeria	Nitrospira	Oligoflexia	Opitutae	Phycisphaerae	Planctomycetia	Rubrobacteria	Saprospiria	Spartobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Tepidiformia	Thermococci	Thermodesulfobacteria	Thermoleophilia	Thermomicrobia	Thermoplasmata	Thermoprotei	Thermotogae	Tissierellia	Unclassified Acidobacteria Phylum	Unclassified Actinobacteria Phylum	Unclassified Armatimonadetes Phylum	Unclassified Bacteroidetes Phylum	Unclassified Balneolaeota Phylum	Unclassified Candidatus Bipolaricaulota Phylum	Unclassified Candidatus Cloacimonetes Phylum	Unclassified Candidatus Gracilibacteria Phylum	Unclassified Candidatus Korarchaeota Phylum	Unclassified Candidatus Micrarchaeota Phylum	Unclassified Candidatus Saccharibacteria Phylum	Unclassified Chloroflexi Phylum	Unclassified Cyanobacteria Phylum	Unclassified Elusimicrobia Phylum	Unclassified Euryarchaeota Phylum	Unclassified Firmicutes Phylum	Unclassified Kiritimatiellaeota Phylum	Unclassified Planctomycetes Phylum	Unclassified Proteobacteria Phylum	Unclassified Tenericutes Phylum	Unclassified Thaumarchaeota Phylum	Unclassified Verrucomicrobia Phylum	Unclassified candidate division Zixibacteria Phylum	Verrucomicrobiae	Vicinamibacteria	Zetaproteobacteria
FT00062	0	1	5	313	156	0	6	0	1	2316	34507	375	0	0	0	0	20	2	267	2	1	0	8263	0	195	409	1	0	10	147	1	0	0	58	127	0	1	69	10	4798	0	1	7	1	0	1	1	6	1	182	1	6	0	0	15	871	3	0	1	0	2	1	5	3	1	0	29	19	2	0	4	1	1	1	2	16	2	17	0	2	0	158	0	0	0	0	0	0	0	0	28	0	0	186	1	9	47	0	0	0	0	2366	0	0
FT00063	11	8	46	3587	1926	32	19	3	4	4412	138286	2189	2	6	2	1	128	11	461	9	2	3	100093	1	2408	350	11	28	123	951	3	1	4	243	1483	6	7	683	72	4856	13	9	98	1	7	4	9	80	17	287	8	58	8	3	121	2545	10	0	27	22	46	22	80	37	7	0	173	143	79	8	27	7	11	10	31	60	29	85	2	78	7	728	3	0	0	1	0	0	9	2	232	0	4	2033	8	150	640	19	5	5	1	8118	6	5
FT00064	1	2	4	586	263	2	15	1	2	2514	58334	600	0	3	1	0	60	3	618	1	1	1	16626	1	297	123	3	1	8	188	3	0	1	85	217	1	0	179	25	5196	1	1	8	0	2	1	0	4	2	79	1	10	6	2	14	2389	0	3	2	2	1	4	10	4	5	0	56	34	4	2	4	2	2	0	3	54	3	16	0	1	0	275	0	0	1	0	0	0	0	0	54	0	0	271	1	20	72	0	0	0	1	5050	0	1
FT00065	0	1	3	347	167	2	21	1	0	3105	16931	482	0	6	0	0	15	0	853	1	1	0	4666	0	163	131	2	2	7	69	1	0	0	39	101	0	0	78	16	3296	2	1	15	0	1	0	0	2	0	23	0	6	2	0	7	590	1	7	2	1	2	0	6	1	2	0	29	10	5	0	6	0	0	0	1	66	0	10	0	3	1	68	0	0	0	0	0	0	0	0	51	0	0	103	0	17	32	2	0	0	0	1439	0	0
FT00066	1	0	10	921	308	6	10	2	3	2368	42938	477	2	4	1	0	36	1	400	1	0	0	15914	0	321	78	3	6	25	156	2	0	0	81	159	1	0	130	25	4720	1	2	22	0	1	0	0	4	5	11	1	8	4	0	11	996	3	1	5	2	5	3	15	11	2	0	35	25	10	1	1	4	0	1	5	23	5	28	0	13	2	228	0	1	1	0	0	0	2	0	46	0	0	290	1	19	101	1	0	1	0	1375	1	0
FT00068	2	4	3	1331	1079	2	8	3	1	1797	45612	499	0	1	1	1	42	2	311	1	3	2	17436	0	296	117	4	2	58	409	0	0	1	88	256	0	0	178	26	6076	4	2	22	0	2	0	2	3	1	74	1	8	2	4	12	2511	1	3	3	4	14	4	21	7	3	0	48	36	69	0	1	1	0	0	9	32	3	109	0	8	1	259	1	1	1	0	0	0	4	0	58	0	0	335	0	29	149	3	1	4	0	15022	0	1
FT00069A	0	0	3	436	173	0	7	0	0	2045	29528	426	0	0	0	0	18	2	350	1	0	0	8442	0	273	97	0	1	10	146	0	0	0	40	141	0	0	103	37	4037	0	0	7	0	0	0	0	3	3	25	0	5	6	0	7	1286	1	2	3	1	7	2	8	2	2	0	24	10	7	0	2	2	0	0	44	50	4	23	0	9	1	213	0	0	0	0	0	0	0	0	35	0	0	147	0	10	50	0	0	0	0	5929	0	0
FT00069B	0	2	8	765	436	0	15	0	1	3076	66334	688	0	2	0	0	72	2	1045	2	0	1	22546	1	400	167	4	4	19	281	0	0	1	124	286	3	0	274	30	4915	3	0	22	1	5	1	1	2	0	78	0	9	2	4	11	3043	3	7	3	8	10	1	9	3	5	0	89	33	61	0	9	1	2	1	4	81	5	49	0	7	0	364	0	0	0	0	0	0	1	0	76	0	1	359	1	43	131	0	0	1	0	8635	4	0
FT00070A	0	0	3	232	132	1	12	0	2	3166	17817	400	0	0	0	0	25	1	498	0	0	0	9332	0	133	118	3	1	5	48	1	0	1	44	135	0	0	59	37	7693	2	0	4	0	2	0	0	0	1	25	1	3	2	0	10	465	0	3	2	1	1	2	2	0	0	0	13	16	1	1	1	0	0	0	18	80	2	3	0	1	0	102	0	0	1	1	0	0	0	0	40	0	0	186	0	13	48	0	0	0	0	3943	0	0
FT00070B	0	0	2	311	163	0	25	0	2	8011	29176	534	0	0	0	0	36	1	629	3	1	0	10369	0	179	81	3	2	11	57	1	0	0	74	249	2	1	126	14	11122	1	1	10	0	1	0	0	1	0	6	6	2	5	0	14	771	1	4	0	4	2	1	11	1	2	0	46	15	3	0	5	0	0	1	2	44	4	9	0	3	0	198	0	0	0	0	0	0	2	0	53	0	0	217	0	13	80	2	0	0	0	229	0	1
FT00071A	1	4	1	538	272	0	20	0	0	3019	51209	481	1	1	0	0	35	1	601	0	0	0	15631	0	178	64	2	6	14	180	1	0	0	74	203	1	0	163	19	3153	0	2	16	0	2	1	0	16	0	126	2	8	7	1	14	1689	1	9	3	4	2	2	8	2	0	0	40	31	8	0	1	0	1	1	2	48	3	20	0	2	0	271	0	0	0	0	0	0	4	0	52	0	0	293	3	20	77	1	0	1	1	3821	1	2
FT00071B	1	3	8	700	371	0	36	0	1	3783	72169	753	0	1	0	0	65	1	1180	2	1	0	23704	0	392	104	4	3	21	247	1	1	2	121	306	1	0	266	26	10653	2	2	13	1	1	0	2	12	2	10	3	11	3	0	27	1987	2	3	4	8	2	2	13	5	2	0	93	35	22	2	5	1	1	0	7	55	4	47	0	7	1	389	1	1	1	0	0	0	4	0	83	0	0	363	0	31	113	0	0	1	3	1097	2	1
FT00072	0	1	4	486	221	5	12	0	0	5882	31469	510	2	1	2	0	20	2	645	0	0	0	17212	0	49	86	1	3	9	133	2	0	0	27	517	0	1	98	14	11478	4	0	3	0	0	0	0	1	1	11	1	5	3	0	9	248	1	7	2	0	3	2	12	3	3	1	41	25	7	0	5	0	0	0	0	62	5	16	0	3	1	154	3	0	0	0	0	0	0	0	43	0	1	339	0	18	85	0	0	1	0	2579	0	0
FT00073	2	0	1	418	143	1	6	2	0	1403	41555	311	0	1	0	0	17	1	144	0	0	0	10202	0	179	39	0	0	4	270	1	1	0	37	144	0	1	72	7	2182	0	0	10	1	0	0	0	0	0	7	1	2	2	1	7	1264	0	4	2	2	2	1	7	2	1	0	21	26	1	0	3	0	0	0	0	12	3	9	1	7	0	182	0	0	0	0	0	0	1	0	41	0	0	190	0	9	59	1	0	0	0	1527	0	0
FT00074	0	0	0	417	145	1	24	0	0	2855	33587	322	1	5	0	2	21	1	769	0	0	0	8784	0	106	72	0	3	4	85	0	1	0	77	162	0	1	78	38	11676	1	0	5	0	1	0	0	1	0	524	1	2	1	1	6	272	1	1	2	1	3	1	2	4	1	0	30	7	3	0	1	0	1	1	1	39	2	22	0	2	0	136	0	0	0	0	0	0	0	0	34	0	0	159	0	9	63	0	0	0	2	2752	0	0
FT00075	1	2	1	564	202	1	16	0	1	3397	39710	699	0	0	1	0	36	1	820	0	0	0	8191	2	90	103	1	0	2	127	0	0	0	100	139	0	3	127	13	5624	1	0	8	0	0	0	1	6	2	10	2	5	3	1	14	1538	0	5	2	2	1	1	9	1	5	0	35	20	8	1	3	1	0	1	1	83	3	31	0	1	0	187	0	0	0	0	0	0	0	0	49	0	0	156	2	14	71	1	0	4	0	3181	0	0
FT00076	0	0	4	412	215	2	9	1	0	2364	39633	480	0	3	1	0	47	1	421	4	1	1	11791	0	187	102	3	3	9	133	0	0	0	62	186	1	0	135	14	4756	2	3	9	0	0	1	0	3	1	28	1	8	1	0	11	1675	1	4	3	5	4	1	13	1	1	0	39	36	8	1	1	0	1	0	60	58	3	41	0	8	1	313	0	0	0	0	0	0	0	0	49	0	2	210	0	13	76	2	1	1	1	2086	1	1
FT00077	2	1	14	792	462	4	14	1	2	2545	84400	634	1	1	0	0	39	4	395	1	2	0	23935	0	224	128	2	7	29	501	2	1	1	165	460	4	1	151	50	5156	6	6	14	0	2	3	3	4	3	211	1	16	2	0	13	654	2	0	4	3	16	6	24	2	5	1	76	41	14	2	1	2	1	0	0	54	13	26	0	11	1	471	1	0	0	0	0	0	1	0	62	0	0	410	2	45	157	0	0	5	2	5592	1	2
FT00078	2	1	2	407	172	1	23	0	0	3164	45422	467	0	3	0	0	29	0	848	1	0	0	10929	0	96	37	0	2	7	92	1	0	0	55	130	0	0	105	36	10674	2	0	7	1	0	0	0	2	2	9	1	3	1	1	13	1239	0	2	1	1	3	0	7	0	2	0	18	15	3	0	3	0	1	1	0	63	3	18	0	4	0	279	0	0	0	0	0	0	1	0	44	0	0	176	0	12	53	0	0	0	2	5172	0	0
FT00079	0	1	3	529	218	0	13	0	0	2636	49279	465	1	4	1	0	39	1	613	1	1	0	20582	0	130	115	2	1	9	118	1	0	1	66	168	2	0	165	56	8855	2	0	11	0	3	0	2	2	0	55	0	11	2	14	11	1229	2	5	3	3	2	5	5	3	2	1	88	20	21	0	3	2	0	1	5	62	6	29	0	4	1	513	0	0	0	0	0	0	6	0	49	0	1	261	0	18	68	0	1	0	0	7526	1	0
FT00081	2	1	2	487	275	0	16	2	0	2699	52614	572	0	1	0	0	41	3	530	2	1	0	13832	0	159	99	1	2	20	179	1	0	0	73	176	2	2	164	22	7762	1	2	14	0	1	0	0	5	2	67	1	8	12	0	15	984	0	9	3	7	3	4	13	5	3	0	51	19	29	0	6	1	0	2	12	64	1	14	0	5	1	307	1	0	0	0	0	0	1	0	68	0	0	213	0	16	96	0	0	2	2	2390	1	0
FT00082	1	0	2	390	213	0	32	1	0	3608	36737	554	0	4	2	0	30	1	989	2	1	1	10333	0	146	79	0	0	5	179	2	0	0	47	148	1	0	104	17	9916	1	1	13	0	1	0	0	1	1	101	0	6	4	0	8	1951	0	5	0	2	1	3	7	4	2	0	28	24	20	0	2	2	1	2	0	60	6	15	0	1	0	195	0	0	0	0	0	0	1	0	36	1	1	249	0	13	62	0	0	2	1	4173	1	0
FT00083	0	0	4	589	172	1	24	0	0	2660	21400	552	0	0	0	0	26	2	889	1	0	0	5606	0	71	38	0	1	5	276	0	0	1	39	69	0	0	80	10	23896	0	0	9	0	0	0	0	2	1	49	2	2	12	0	10	332	0	7	0	1	3	2	7	2	0	0	25	12	8	1	6	0	0	1	0	73	1	88	0	2	0	131	2	0	0	0	0	0	1	0	53	0	0	95	0	11	51	0	0	0	1	1367	0	0
FT00084	1	1	4	1988	1945	1	8	1	1	2428	25494	1406	0	0	0	0	25	0	402	0	0	0	6997	1	97	67	0	2	13	79	0	1	0	27	91	1	0	93	4	8654	0	0	14	0	2	0	0	14	2	18	1	4	1	2	4	1079	1	3	4	3	2	0	7	0	1	0	27	18	4	3	1	0	2	0	1	47	4	5	0	5	1	122	1	0	0	0	0	0	0	0	41	0	0	111	0	10	181	1	0	1	0	3064	0	0
FT00085	1	0	5	416	181	0	15	0	2	7062	24411	423	1	0	0	0	24	3	409	1	1	0	9697	0	101	72	0	2	7	134	0	0	0	40	136	1	0	85	4	8191	3	0	7	0	0	1	1	2	0	22	3	2	8	1	15	932	2	6	1	3	2	1	3	3	2	0	27	14	35	0	1	0	0	1	13	46	5	11	0	1	0	151	0	0	0	0	0	0	0	0	41	0	0	177	0	18	76	0	1	1	0	2169	0	0
FT00086	2	1	1	271	149	1	20	0	0	2841	29318	467	0	0	0	0	13	0	590	0	0	0	6773	0	78	85	2	1	6	91	1	0	1	39	94	0	0	83	2	1715	0	1	5	0	0	0	0	2	1	11	2	3	3	1	1	567	0	4	0	3	2	1	3	1	1	0	18	9	3	0	0	1	0	1	0	55	1	10	0	6	0	148	0	0	0	0	0	0	1	0	50	0	0	136	0	9	27	0	0	0	0	1937	0	0
FT00087	0	0	3	465	242	1	15	1	0	2404	26368	484	0	3	0	0	32	1	406	0	0	0	7246	1	90	56	0	1	7	57	2	0	1	107	107	0	1	107	28	3918	1	0	9	0	2	0	0	0	1	169	1	3	10	0	9	186	0	21	2	1	3	1	7	3	2	0	25	17	7	0	2	0	1	0	2	50	2	10	0	0	1	162	1	0	0	0	0	0	0	0	84	0	0	126	1	20	77	0	2	0	0	1515	0	0
FT00088	0	0	1	346	118	1	12	0	2	2014	20619	291	0	2	0	0	14	3	389	0	0	0	5034	0	172	23	0	1	4	86	0	0	0	20	98	0	0	62	13	1700	0	1	4	0	1	1	0	1	0	2	1	3	2	0	6	984	1	5	0	3	2	2	4	1	0	0	21	6	3	0	2	0	2	0	1	43	5	9	0	4	0	142	0	0	0	0	0	0	1	0	31	0	0	78	2	6	34	0	0	0	0	4307	1	0
FT00089	2	1	3	1794	181	0	13	1	0	3235	31918	505	0	1	0	1	32	3	478	1	2	0	10404	0	170	73	3	1	8	84	2	0	1	103	102	2	2	159	22	7981	2	0	4	0	2	0	0	2	0	3	0	6	7	0	7	743	2	5	0	4	4	2	5	0	4	0	48	20	11	0	1	1	0	1	1	64	3	22	0	1	0	237	1	0	0	0	0	0	1	0	65	0	0	152	0	17	64	0	1	0	0	864	1	0
FT00090	0	1	6	818	238	1	17	0	0	6707	30186	567	0	3	0	1	28	0	599	1	0	0	8432	0	140	136	1	1	12	96	0	0	0	59	112	0	0	120	56	8525	0	0	10	2	0	0	0	0	0	25	0	4	2	2	8	1245	2	8	0	1	4	0	8	4	4	0	43	26	32	0	2	1	1	0	5	81	3	27	0	2	0	155	0	0	0	0	0	0	0	0	67	0	0	164	1	15	69	0	0	1	1	2256	1	1
FT00091	0	0	2	205	137	1	18	0	0	2608	22687	424	0	0	0	1	17	0	614	1	0	0	4933	0	166	30	1	2	4	100	1	0	0	41	93	0	0	85	9	6600	1	1	3	0	1	0	0	0	0	25	2	3	3	0	8	908	0	5	0	0	3	2	2	0	3	0	21	18	4	0	3	1	0	0	2	45	1	12	0	2	2	82	0	0	0	0	0	0	1	0	32	0	0	100	0	12	64	1	0	1	0	1329	0	0
FT00092	10	8	21	1491	912	10	18	4	8	3158	86847	1115	4	4	1	2	60	7	343	4	2	0	47477	0	579	161	5	14	76	448	2	1	2	141	741	7	6	369	38	5284	7	5	41	2	6	2	1	40	7	144	2	21	1	1	47	2759	4	3	8	9	23	12	37	10	2	0	108	63	88	3	13	2	6	6	22	37	16	56	0	26	2	418	2	0	0	0	0	0	9	2	120	1	0	1068	3	76	309	3	2	7	2	5922	6	4
FT00093	0	2	2	157	108	0	14	0	0	3963	10213	345	0	0	0	0	15	0	440	0	0	0	2829	0	34	22	0	0	1	64	0	0	0	11	34	1	0	64	4	4149	0	0	11	0	0	0	0	1	1	44	1	4	1	0	8	259	0	4	0	1	0	0	4	1	2	0	8	8	1	0	0	0	0	0	0	44	0	4	0	0	0	53	0	0	0	0	0	0	0	0	39	0	0	50	0	9	28	1	0	1	0	2007	1	0
FT00094	0	0	2	241	141	1	15	0	0	2066	23149	340	0	1	0	0	24	3	493	1	1	0	4459	0	54	49	0	2	4	49	3	0	0	98	63	1	0	68	36	2880	1	0	11	0	4	1	0	0	0	269	0	3	5	0	5	287	0	6	0	1	2	2	2	0	1	0	24	10	10	0	2	0	0	0	4	33	3	11	0	3	0	127	0	0	0	0	0	0	0	0	33	0	0	106	0	10	35	0	0	1	0	1411	1	0
FT00095	2	0	1	272	120	3	13	1	0	2500	15903	347	0	0	0	0	28	2	656	1	0	0	5576	0	89	56	1	1	6	107	0	0	0	30	83	1	0	67	7	3028	0	1	4	1	0	2	0	18	0	111	2	3	3	1	12	301	1	3	1	0	3	1	6	4	1	0	32	17	3	0	2	0	0	0	1	34	2	10	0	2	0	60	0	0	0	0	0	0	0	0	34	1	0	111	0	11	37	1	0	1	1	545	0	1
FT00096	1	0	1	363	168	2	25	1	1	2689	29039	429	0	0	1	0	40	2	876	0	0	0	9677	0	70	49	1	1	8	64	0	0	0	37	110	2	1	101	67	4296	1	1	5	0	1	1	0	2	0	13	3	2	7	0	10	420	3	3	0	1	2	1	9	0	2	0	30	16	7	0	1	1	0	1	7	78	7	11	0	2	0	150	0	0	1	0	0	0	1	0	32	0	0	138	1	11	51	1	0	2	0	12779	1	0
FT00097	3	3	7	1244	499	2	25	0	1	3659	67455	882	0	2	0	0	51	6	750	4	2	0	25990	0	504	108	3	5	40	192	1	0	0	148	340	4	4	196	36	3388	7	0	18	0	2	2	1	4	3	57	0	11	6	0	33	1486	4	3	4	6	15	6	25	8	8	0	52	37	41	2	8	0	2	0	53	100	12	31	0	7	3	324	0	1	0	0	0	0	0	0	101	0	0	531	4	38	158	2	1	0	0	2562	5	2
FT00098	0	1	1	275	139	2	7	0	1	2258	25486	385	0	1	1	0	15	3	256	0	1	0	8906	0	76	52	0	3	5	119	2	0	0	57	117	0	0	60	23	4566	0	0	9	0	0	1	0	8	1	1	2	1	1	1	14	632	1	2	1	1	2	2	7	1	1	0	25	13	3	0	0	0	2	0	0	42	2	23	0	5	0	151	0	0	0	0	0	0	0	0	33	0	0	168	0	20	48	4	0	0	0	495	1	0
FT00099	0	0	10	561	238	2	12	1	1	3253	60542	706	0	2	0	0	35	1	455	1	0	0	12637	0	192	131	1	2	11	172	1	0	0	68	144	0	1	134	14	7279	0	0	11	0	0	0	1	11	0	70	1	5	5	1	12	1126	0	12	3	0	5	2	11	3	3	0	34	14	8	0	3	0	1	1	1	52	3	21	0	4	0	362	1	0	0	1	0	0	0	0	58	0	0	257	2	22	73	4	0	4	0	1495	0	2
FT00100	0	2	0	352	144	1	9	1	0	2464	21018	403	0	1	1	0	39	0	281	3	0	1	8036	1	150	114	3	0	4	249	0	0	0	51	364	0	0	88	13	4515	0	0	5	0	1	0	0	1	0	122	0	8	2	0	13	293	1	0	1	4	4	0	6	3	3	0	26	15	5	0	2	0	0	0	2	28	5	18	0	4	0	149	1	0	1	0	0	0	0	0	30	0	0	207	2	9	47	1	0	2	0	553	0	0
FT00101	0	1	4	587	282	4	17	0	1	3761	57630	618	1	2	1	0	36	3	627	0	0	0	16619	0	265	126	3	4	10	90	2	0	1	107	327	0	1	192	11	9949	5	1	16	0	0	0	2	1	2	21	1	6	4	0	20	1653	0	5	8	5	1	3	6	0	6	1	52	37	7	0	4	0	0	0	2	67	9	39	0	6	0	214	0	0	2	0	0	0	3	0	65	0	0	354	1	21	110	2	1	2	0	2770	0	0
FT00102	2	0	5	213	138	1	8	1	0	1748	36602	325	0	0	0	0	24	1	338	0	0	1	7352	0	140	31	0	3	4	29	0	0	0	36	166	0	0	104	11	7944	0	0	9	0	0	0	0	2	0	3	1	8	2	0	11	886	0	7	0	2	0	1	7	0	3	0	24	22	2	0	4	0	0	0	2	27	5	16	0	2	0	114	0	0	0	0	0	0	1	0	45	0	0	142	0	13	39	0	0	0	0	679	0	0
FT00103	0	0	5	1938	227	0	15	1	1	2599	38935	461	0	1	1	1	43	0	669	2	0	0	12151	0	189	64	2	2	13	110	1	0	0	105	161	0	0	134	17	4812	0	0	9	0	0	0	1	0	0	7	1	9	3	2	8	705	1	4	2	1	4	0	10	5	1	1	25	20	10	0	5	0	0	2	3	47	3	30	0	6	0	219	1	0	0	0	0	0	0	0	38	0	0	207	0	15	71	1	0	1	0	2519	0	0
FT00104	1	0	3	2458	179	0	23	0	0	3089	26656	519	0	2	0	0	22	0	718	1	0	0	7576	0	144	62	2	4	9	96	0	1	1	46	122	1	2	79	26	3808	1	0	7	0	0	1	0	2	1	8	0	2	3	0	13	629	0	6	0	0	2	2	5	0	5	0	19	17	5	0	2	2	1	1	0	64	3	23	0	5	0	196	0	0	0	0	0	0	1	0	50	0	0	130	0	13	55	0	0	0	0	1755	1	0
FT00105	1	0	5	526	219	1	17	0	1	2650	20824	470	0	2	2	0	23	0	425	0	0	0	7224	0	213	82	3	1	11	252	0	0	0	59	147	0	0	118	70	2933	0	1	10	0	1	0	2	5	0	107	1	2	6	0	13	403	0	3	2	2	1	3	5	0	0	0	23	16	2	1	2	1	1	2	0	44	2	22	0	3	0	129	0	1	0	0	0	0	1	0	56	0	0	155	1	10	56	1	0	0	0	1918	1	0
FT00106	2	3	2	641	280	4	28	0	0	3656	63610	612	0	1	0	0	68	0	1231	3	0	0	13011	1	147	136	5	4	10	197	2	0	0	87	175	1	0	189	16	10799	1	1	8	0	2	0	1	20	0	19	0	6	1	2	25	2411	3	10	5	1	5	1	8	5	4	0	91	23	29	0	7	1	0	1	4	69	3	31	0	13	0	404	1	0	0	0	0	0	0	0	69	0	0	202	0	23	102	2	0	1	0	1108	0	0
FT00107	0	0	0	1270	319	0	51	0	0	3889	30782	775	0	2	0	0	53	4	1662	1	0	0	8307	1	122	99	3	2	21	68	2	0	0	86	81	2	1	184	8	2202	0	0	5	1	1	0	1	0	0	10	0	6	8	0	15	418	0	6	0	1	5	1	5	1	0	0	56	24	11	0	3	0	0	0	2	110	5	15	0	4	0	172	1	0	2	0	0	0	0	0	84	0	1	127	0	21	62	0	0	2	1	740	0	0
FT00109	0	1	0	667	210	0	18	1	1	3537	39558	501	0	2	0	0	36	0	1017	0	0	1	6294	0	172	112	0	1	8	116	1	1	1	47	89	1	0	129	30	39405	0	0	11	0	0	1	0	1	1	20	1	2	4	0	9	636	1	10	0	4	1	1	8	1	3	0	50	16	23	1	2	1	0	0	6	81	1	13	0	0	0	262	0	0	0	0	0	0	2	0	61	0	0	121	0	11	169	0	1	0	2	784	0	0
FT00110	1	1	5	1026	244	0	40	0	1	4858	24412	782	1	3	1	0	49	0	1571	1	1	1	9261	0	155	59	1	4	8	189	1	0	0	151	152	1	0	186	41	11621	5	0	11	1	1	0	0	0	0	22	0	10	5	0	12	622	2	4	0	2	3	1	8	3	2	0	28	27	7	0	8	1	0	0	15	115	0	44	0	6	0	142	2	0	1	0	0	0	1	0	73	0	0	208	0	16	90	0	0	0	4	3598	0	0
FT00113	24	74	175	13155	7931	81	42	23	19	15314	4213624	6481	15	22	17	14	795	60	395	50	21	6	974596	10	19863	2225	45	64	513	2551	7	0	21	3852	14897	40	15	4113	387	22098	65	37	260	6	25	9	21	47	48	90	36	277	1	12	326	4042	55	8	87	109	126	113	375	60	59	0	1432	722	256	14	73	20	10	26	74	95	258	500	2	234	25	19416	10	5	1	14	0	0	48	1	1172	6	9	15604	35	580	2715	28	19	30	13	2810	39	19
FT00114	0	1	2	776	201	2	12	0	1	2494	29410	445	1	0	0	0	15	3	449	2	0	1	8429	0	123	82	3	2	9	176	1	0	0	31	110	3	1	98	52	2812	0	0	5	0	1	0	1	3	0	262	2	8	1	0	14	468	1	0	3	4	2	2	10	2	4	0	37	19	10	0	4	1	0	0	10	54	5	21	0	4	0	160	0	0	0	0	0	0	1	0	43	0	0	154	0	15	46	0	0	1	0	2610	0	0
FT00115	1	0	4	4082	172	2	12	0	0	2446	28191	354	0	0	0	0	15	0	461	2	1	1	8162	0	246	59	2	2	3	88	0	0	0	38	129	1	1	90	4	3316	3	0	4	1	1	0	1	7	0	16	0	6	1	0	8	1129	0	0	1	4	0	1	8	2	1	0	32	13	5	0	4	0	3	0	4	33	7	13	0	6	0	146	0	0	0	0	0	0	1	0	38	0	0	149	0	13	59	0	0	2	1	474	1	0
FT00116	2	2	4	844	230	1	37	0	0	3916	29149	719	0	2	0	1	39	0	832	0	1	0	6496	0	139	54	3	0	10	67	1	0	1	138	117	0	1	101	50	8361	2	0	12	2	1	0	0	1	0	170	0	8	7	1	9	617	0	2	0	2	2	1	7	3	1	0	31	16	11	1	5	0	0	0	1	62	6	13	0	7	0	155	0	0	0	0	0	0	1	0	82	0	0	131	0	23	76	1	0	0	0	3415	0	2
FT00118	1	2	3	415	189	3	6	0	0	2986	29301	435	0	2	0	0	26	2	539	3	0	2	7153	0	93	91	1	1	7	148	2	1	0	38	112	0	1	121	42	2288	0	0	9	1	1	0	1	0	1	219	1	6	5	0	7	561	0	13	2	0	3	1	8	1	1	0	42	17	10	0	3	1	0	1	3	71	5	21	0	2	0	207	1	0	0	0	0	0	0	0	44	0	0	156	2	20	48	0	0	0	1	1659	0	0
FT00119	3	1	5	441	234	4	22	0	1	2765	42539	623	1	1	0	0	24	1	857	0	1	0	17195	0	180	63	0	1	12	112	1	0	1	35	203	0	1	124	7	2558	1	1	9	0	1	1	0	3	2	63	6	14	7	0	10	394	0	7	3	3	3	1	4	3	3	0	30	32	10	0	1	1	0	0	5	53	2	20	0	6	0	191	0	0	0	0	0	0	0	0	51	1	0	189	0	12	74	0	1	2	1	1841	0	0
FT00120	0	1	3	394	188	2	15	0	0	3242	46446	612	0	1	0	0	43	3	770	0	1	0	10251	0	139	102	0	1	10	108	3	0	0	41	157	3	2	140	25	5015	2	1	16	0	0	1	0	7	0	73	1	3	6	0	16	1696	1	7	0	1	2	3	5	2	3	0	44	27	6	0	2	0	0	1	0	90	5	30	0	2	0	206	1	0	0	0	0	0	1	0	65	0	0	184	0	16	56	0	0	1	0	1779	1	0
FT00121	4	4	21	7023	770	7	32	1	3	6217	104645	1175	0	2	2	0	61	2	1429	5	1	0	57805	1	1531	199	1	11	43	205	3	1	0	215	516	7	1	297	29	6225	6	4	40	1	5	2	2	6	3	48	11	23	2	1	31	1814	4	3	8	9	11	6	27	8	2	0	87	61	30	0	5	2	8	3	3	109	13	114	0	21	0	489	2	0	0	0	0	0	4	0	137	0	1	1078	6	49	251	0	3	2	0	12241	0	1
FT00122	0	1	7	568	170	1	22	1	0	3797	26798	616	1	0	0	0	34	0	963	0	0	0	6911	0	166	63	2	0	14	134	2	0	0	60	115	2	0	95	12	3890	0	0	5	0	0	0	1	0	0	16	2	5	3	0	5	804	0	2	0	3	3	1	2	3	0	0	33	15	0	1	2	1	0	2	2	59	2	12	0	3	1	118	1	0	1	0	0	0	0	0	50	0	0	155	0	11	51	0	0	1	0	1796	0	0
